Paper ID,Title,Type,Title to Check,Abstract
2004-0824,The Caring World of Television. The Impact of Television on Public Perceptions of Physicians. Two Cultivation Studies.,Paper,The Caring World of Television. The Impact of Television on Public Perceptions of Physicians. Two Cultivation Studies.,"The number of television programs relating to medical issues has remarkably increased during the last decade. At the same time the German health care system had to face growing financial strain rising public fears of insufficient support. These developments might lead to a critical perception of physicians. Patient surveys however still point to stable confidence in physi-cians. On this basis the paper examines how television contributes to the perception of physi-cians. Theoretical background is cultivation theory postulating television to influence public perceptions of reality. Study 1 focuses on the depiction of physicians hospital series and their impact. Content analysis of eight hospital series indicates a rather idealistic depiction. A panel survey of hospital patients (t1: beginning of hospital stay, n=157; t2: end of the hospital stay, n=83) shows heavy viewers of hospital series to have a more positive perception of real-life physicians than light viewers. Comparing patients evaluations at the second wave to their previous evaluations it was possible to measure the influence of real-life experience under controlled conditions. Results indicate real-life experiences to have a disenchanting impact on heavy viewers. Study 2 examined the depiction of physicians in non-fictional medical pro-grams on TV and their impact on viewers perceptions. Content analysis indicates a fairly inconsistent image of physicians in those programs  a rather positive depiction in reality-shows and health magazines, a more critical one in boulevard-, trend- and lifestyle-magazines and reportages. A survey among 294 citizens shows limited effects in the context of non-fictional formats. While heavy viewers of reality-shows perceive physicians more positively than do the light viewers, the impact of a more critical depiction in boulevard-magazines hardly influences viewers perceptions. Implications for health communication, cultivation theory, and future research are discussed."
2004-0825,The Changing Election Coverage of German Television. A Content Analysis 1990-2003.,Paper,The Changing Election Coverage of German Television. A Content Analysis 1990-2003.,"The paper reports considerable changes in content and style of German election coverage between 1990 and 2002. The findings are based on a content analysis of the main evening news of the four major television channels, spanning four Bundestag elections. During the observation period television has immensely expanded its coverage of the top candidates. While the presence of the candidates in the news increased, their issues did not come across. The news discourse narrowed down to election and campaigning as issues. Matters of campaigning style, the hoopla and horse race, as well as election polls became increasingly salient. The number of sound bites grew, although the average sound bite length itself decreased slightly. The presentation of the candidates became more vivid and more colourful, and, thus, more attractive for the audience. On the other hand, there are no signs of increasing negativism. The observable trends in the scope and kind of presentation of candidates can be interpreted as a personalisation of media coverage. The changes partially fit into the pattern of convergence (i.e., a mutual assimilation of public and commercial channels). These developments are partly rooted in the change of the German television market. Other results can be explained by historical incidents like the German reunification in 1990, the flood disaster in 2002, and by the candidate constellation during each election. In spite of some similarities with developments in the U.S. the authors argue that it would be misleading to label the observable changes of German election coverage as ""Americanisation""."
2004-0826,The Changing Interpersonal Communication Media Environment,Paper,The Changing Interpersonal Communication Media Environment,"In spite of the growing importance of e-mail and cell phone use, these interpersonal communication media, including the telephone, have not received much attention from communication researchers compared to other mass media such as television. Moreover, communication researchers have often studied these interpersonal media separately. The current study attempts to investigate the use of the cell phone, e-mail, and the telephone in the overall context of the interpersonal communication media environment. An exploratory survey with college students was conducted, and the results were that the motivations for using the three interpersonal communication media above were different. Also, it was found that the level of cell phone use was positively correlated with that of the telephone, but not with that of e-mail."
2004-0827,"The Chinese Diaspora, Ethnic Media Use, and Identity Formation",Paper,"The Chinese Diaspora, Ethnic Media Use, and Identity Formation","Based on in-depth interviews, this study explores how Chinese diaspora intellectuals and professionals use Chinese ethnic media in their daily lives, and what are, if any, the influences that these ethnic media have over the diaspora members perceptions and constructions of their cultural identities. The study reveals that ethnic media do provide these culturally displaced subjects with socializing topics and contexts and facilitate their imagination of a unified transnational ethnic community. Also, ethnic media can constitute a space within which individual agency and alternative ethnic identities may develop and emerge. However, there is no perfect match between watching ethnic media and the alternative ethnic spectatorship that will support activism. Rather, the formation of alternative consciousness and activism inhabits a shifting realm of differences and contradictions that have to be overcome through continuous efforts across boundaries."
2004-0828,The 'Choice for America' Campaign: A Combined Analysis of Framing Urgency,Paper,The 'Choice for America' Campaign: A Combined Analysis of Framing Urgency,"Abortion is a topic of contention, even after the monumental 1973 Supreme Court decision in Roe v. Wade. Young women have grown increasingly indecisive toward the subject of abortion for a variety of social and political reasons. NARAL Pro-Choice America, the foremost leader in abortion rights, is in the midst of releasing a multi-faceted campaign meant to counter that indecision and mobilize the post-Roe generation. The campaign is a unique opportunity to apply the concept of frames and framing to an emerging campaign whose goal is mobilizing an audience unaware of the problem. The organization, therefore, frames the situation as urgent. While framing analysis has traditionally relied on one of two strands of thought, a combined framing analysis in this instance is the most effective."
2004-0829,The Civic Bonding of Family and School: Bridging the Domestic Sphere and the Public Sphere,Paper,The Civic Bonding of Family and School: Bridging the Domestic Sphere and the Public Sphere,"This paper highlights an under-examined but powerful linkage of two institutions in political socialization  the school and the family. By motivating student-initiated discussion at home, the school energizes the family as a domestic sphere in which students and parents express newly formed opinions and encourage each other to use news media. We explore whether this political communication in the home instills conversational dispositions that are eventually applicable outside the family, in the public sphere. According to our theoretical model, the school and the family should become bonded in a discursive dynamic that promotes political communication both inside and outside the family. Evidence for this process is derived from an evaluation of an interactive civics curriculum. We describe the curriculums influence on high school juniors and seniors and their parents. The research encompasses field experiments in Arizona, Colorado, and Florida during the election campaign of 2002."
2004-0830,The Cognitive Dynamics of Beliefs: The Effect of Message Discrepancy and Source Credibility,Paper,The Cognitive Dynamics of Beliefs: The Effect of Message Discrepancy and Source Credibility,"This study examined that the effect of message discrepancy and source credibility on dynamics of belief change. Results showed that at the beginning of judgment, only a linear effect of message discrepancy was found, as expected. However, for final belief change, a significant quadratic effect of message discrepancy and a significant interaction effect between message discrepancy and source credibility on belief change were found. Source credibility was shown to have a barely significant effect at the beginning of judgment and highly significant effect at the final judgment. The initial differences in belief change among different levels of discrepancy did not diminish throughout judgment. Implications and significance of findings were discussed."
2004-0831,The commercialization of human feelings in new German popular television shows  Emotions in the eye of public interest,Paper,The commercialization of human feelings in new German popular television shows  Emotions in the eye of public interest,"If as stated in the Conference description, the area of public interest includes what people need in terms of communication and particularly media input and how we operate as recipients, cognitively and psychologically as well as socially then communication research should include the hitherto largely neglected emotional dimensions and drives in its analysis. This paper therefore takes a closer look at the development of new television formats that attract large numbers of viewers and fans, and examines what is behind the involvement of an active audience.

This paper explores the basis for the emotional involvement of viewers and fans of the increasing number of reality-TV shows in Germany. The analysis focuses on the role of the media in the community-building emotions and the emotionalization of the masses within the German television audience. The aspect of the cultivation of shared emotions is investigated. The article further examines the extent to which the commercialization of human feelings leads to a democratization of fame in the eye of the media recipient and investigates how this can be seen as the key to the success of this kind of entertainment in Germany."
2004-0832,The Conception of Chinese Journalists: Ideological Convergence and Contestation,Paper,The Conception of Chinese Journalists: Ideological Convergence and Contestation,"The chief function of the modern Chinese press has been enlightenement and propaganda, not provision of information. This paper traces and compares the three prevailing models of Chinese journalism--Confucianism, Maoism, and Communist capitalismwith reference to press role, conception of journalists and audience, as well as source of media legitimacy. The Maoist model shares the Confucian emphases of elite (cadre) responsibility while fighting against elitism in the name of the masses. The post-Mao media in what Deng Xiaoping called socialist market economy with Chinese characteristics are, in effect, the media in Communist (and post-Communist) state capitalism with authoritarian characteristics. Despite their seemingly irreconcilable differences, all three models conceive of the press as an instrument of Chinas century-old quest for national wealth and strength. They see the press as a means, not as an end. Their implications (barriers) to Chinese democracy are discussed."
2004-0833,"The Concept of Television Programs' Reputation:Meaning, Sources and Implications",Paper,"The Concept of Television Programs' Reputation:Meaning, Sources and Implications","Not much attention has been paid to the social nature of taste for television. The current study attempts to shed some light on this question by focusing on television programs' reputation. It draws on the conceptual affinity of programs' reputation to the climate of opinion construct in public opinion theory, to explore its meaning, sources and implications. Based on a large-scale survey among television viewers in Israel, we find that reputation is distinct from appreciation, although heavily influenced by it. Viewers tend to project their appreciation of television programs onto the audience majority. In addition, they tend to attribute high reputation to popular programs with large and with loyal audiences. On the aggregate level, programs' reputation is related to programs' audience size and repeated viewing. We also find pervasive pluralistic ignorance with respect to programs' appreciation and the extent of this pluralistic ignorance increases with program popularity. We suggest that the concept of television programs' reputation can expand the boundaries of the current paradigm of research on television program appreciation to include socially derived and shared criteria of programs' evaluations."
2004-0834,The Confucian Model of Self-Cultivation: Lessons for the West,Paper,The Confucian Model of Self-Cultivation: Lessons for the West,"According to Berthrong (2000), Confucianism is a way of cultural formation as well as a way of life. The Confucians had profound insights into human nature, character, thought, and conduct. But, as Tawney and Chiang (2002) note, Confucianism has been criticized as being conservative and oriented toward the past. Because Confucianism developed in an agricultural and patriarchal society, certain aspects of the Confucian teachings would have to be adapted to a modern environment. It is important to point out, however, that several basic features of Confucianism are in fact modern in their nature. For instance, not only are the Confucian thoughts on self-cultivation and humanity timeless, but they also have much to offer to the global community as a whole, and to the West in particular. In this paper, I will first examine the Confucian model of self-cultivation, and then discuss its implications and lessons for the West."
2004-0835,The construction of Black female bodies in Amos n Andy: A case for hybridity,Paper,The construction of Black female bodies in Amos n Andy: A case for hybridity,"Despite the prevalence of investigations into the condition of African Americans in the media, few analyses have been done of the radio medium, and even less of the representations of Black females on the radio. This paper endeavors to fill both these voids in scholarship by exploring how radio programming (fictional) of the first half of the 20th century created and presented Black females to its audiences. Using as its text the controversial Amos n Andy radio show, the preeminent and definitive program that aired between 1929 and 1945, the treatise examines the ways in which Black women were constructed in the years between WWI and WWII. I argue that Black women were depicted as hybrids, and as possessing features of liminality, as bodies out of order. They were thus established as symbols of the age, and therefore potential outlets for the frustrations and anxieties that characterized the time. The arguments presented in this paper are informed by the works of Fredric Jameson who contextualizes cultural texts in history, and Mary Douglas who perceives discourses about the human body as metaphor for occurrences in the societal body."
2004-0836,The Construction of Non-White Subjectivities in Western Society: A Theoretical Framework,Paper,The Construction of Non-White Subjectivities in Western Society: A Theoretical Framework,"How can we make sense of racial minority group members multiple identities which often conflict with one another? How it is possible to make a sustainable argument that defines this contradictory nature of racial minority identities? This paper attempts to build a framework in which racial minority group members conflicting identities can be understood and investigated. The key argument of this paper is that while racial minorities hold a multiplicity of identities, the construction of such identities cannot be imagined without reference to the majority whites who occupy the privileged position in western society. Non-whites different and contending identities result from their different ways of relating themselves to the dominant white society and discourses. It is emphasized that while non-whites are interpellated by white racist representations and constantly given their identity, they are also active subjects who appropriate and negotiate the meanings of imposed identities. Thus, what is required in understanding of non-white cultural identities is to explore the dynamics between how non-whites are positioned by dominant western discourse of race and how they position themselves within the white racial hierarchy."
2004-0837,The Construction of Pan-South Asian Identity Among Immigrants to the United States,Paper,The Construction of Pan-South Asian Identity Among Immigrants to the United States,"This paper takes a cultural studies perspective in examining how a South Asian identity, vis-à-vis separate national identities, is emerging among immigrants from the Indian subcontinent (India, Pakistan, Bangladesh, Nepal, Sri Lanka, the Maldives) to the United States. Specifically, the colloqual desi, a Hindi word, which means from the land, is commonly used in the context of the phenomenon of parties where South Asian music is mixed with techno and hiphop. Using Stuart Halls notion of representation, a website that focuses on the party scene is examined. Given the antagonism between the nation-states of India and Pakistan, the finding that there is a collective South Asian identity developing is quite significant."
2004-0838,The Contingency Turn: Explicating the Concept of Interactivity from the Users' Perspective,Paper,The Contingency Turn: Explicating the Concept of Interactivity from the Users' Perspective,"This study attempts to explicate the concept of interactivity from the users' perspective by employing the contingengy view of interactivity (Rafaeli, 1988). Unlike the functional view in which higher interactivity is conceptualized based on the number of features included on a Web site (e.g., e-mail links, chat rooms, and multimedia functions), the contingency approach argues that the technologically based explications (i.e., the functional view) fail to capture the user-oriented qualities (Rafaeli, 1988). By adopting the contingency view of interactivity, we first provide dimensions of interactivity by examining users experience of interactive features. We,then,explore how the emerged interactivity dimensions in the contingency view may relate to user involvement and satisfaction.
We accomplished this by employing researcher introspection method that has been widely used for the purpose of concept generation and insight discovery (Scheffler, 1982)."
2004-0839,The Critical Incident Technique as a Communication Audit Tool. A study into the Quality of Organizational Communication,Paper,The Critical Incident Technique as a Communication Audit Tool. A study into the Quality of Organizational Communication,"The critical incident technique is one of the current methods used in commu-ni-cation audits. There is an abundance of how to information available about the method, and various case studies underline the methods usefulness to investigate the quality of organizational communication. However, little is known about the way the method works: what kinds of incidents do employees report, and how can these incidents best be used to diagnose communication problems in an organi-za-tion. These questions are addressed in this paper, based on data that were collected among teachers, management and staff of a high school in the Netherlands."
2004-0840,The Culture of Computing: Gender Online as Contained Empowerment,Paper,The Culture of Computing: Gender Online as Contained Empowerment,"The Internet potentially provides space for otherwise marginalized voices to be heard, generating both the opportunity and the literal space for those voices; yet is criticized for re-creating global and gender divides in these new spaces. Internet space exists in both the public and private spheres, its nature determined by the cultural rules of both spheres. Therefore, the power structures of the Internet and offline cultures dictating who and how many people have access Internet spaces restrict online spaces and hamper online democratic discourse. As such, potential online empowerment is contained empowerment: both limited to its local space and illimitable in its potential for discursively diffusing resistant ideals and goals.
Contained empowerment, a theory developed by Newsom is localized power restricted by social norms yet flourishing in a space customized for that power. Contained empowerment is the potential to generate new types and concepts of power transferable into hegemonic space. However, contained empowerment is limited temporally, only capable of indirectly impacting hegemonic structures. To investigate contained empowerment in internet spaces, we investigate online spaces created specifically for empowerment outside of hegemonic norms. These spaces were created, intentionally, for democratic dialogue and inquiry into challenging hegemonic norms."
2004-0841,The Development and Effects of Newspaper Reading Patterns: The Impact of Exposure Medium,Paper,The Development and Effects of Newspaper Reading Patterns: The Impact of Exposure Medium,"The present study examines the extent to which newspaper format (i.e., print versus online) affects how audiences develop reading patterns and whether those patterns influence the sorts of news people read. Data for the study were drawn from an experiment in which some subjects read a print version of a newspaper for five days and others read the online version for that period. As expected, print news readers reported developing habits characteristic of linear reading, while online readers reported a more non-linear style. There was also some evidence that these reading styles accounted for differences in the sorts of news topics that subjects selected for reading and were able to recall a few days later."
2004-0842,The development and functioning of infection prevention protocols A study of communication driven by legislation and regulations,Paper,The development and functioning of infection prevention protocols A study of communication driven by legislation and regulations,"In five general Dutch hospitals the development and functioning of infection prevention protocols (MRSA, Exposure to Blood) is carried out by means of a questionnaire (n=133)a perfomancetest (n=92)and interviews (n=48,designers,linemanagement) dealt with the design, implementation of the protocols. The questionnaire and performancetest were distributed to an at random stratified selection of the target group of the protocols. And by means of interviews (n=48) dealt with the design, implementation of the protocols.
The results of the performance study were less positive than the results of the questionnaire. Participants appeared to be less familiar with the protocols and the precautions, and they also appeared less willing and able to put the measures into practice than was suggested by the results of the questionnaire. Problems frequently occurred as a result of misunderstanding, excessive detail, and impediments to applying the regulations. The development of the two types of protocol is an institutionalized, more or less top-down process of (re)designing. In the process of bringing the protocols more into line with actual practice, greater priority was given to achieving a consensus among experts on issues of content than to users needs. Once the protocol has been introduced, its designers lose control of its functioning. Organizations often operate according to the principle of To read is to know is to do. The current protocol development policy and design process do not allow sufficient participation of users and line management in the development and implementation of the protocols. Currently, evaluation and testing are not included in the design process. As a result, protocols are implemented too early, which is not conducive to the active involvement of users and line management."
2004-0843,The Differential Gains of Internet Use: Examining the Implications of Non-interactive and Interactive Web Use on Participatory Behavior,Paper,The Differential Gains of Internet Use: Examining the Implications of Non-interactive and Interactive Web Use on Participatory Behavior,"The idea that interpersonal discussion moderates the effect of public affairs mass media on participatory behavior has been empirically supported by recent research. However, these studies focus on face-to-face conversations as the only means citizens discuss political issues with others. This study takes the idea one step further and, not only examines the effects of face-to-face interactions, but examines the effects of interactive and non-interactive Internet use on participatory behavior. We found that not only did non-interactive Internet use have a positive main effect on participatory behavior, but that this effect was moderated by both face-to-face interpersonal discussion and interactive Internet use such as chat. This study explores explanations for this phenomenon and implications for future research."
2004-0844,"The Differential Impact of Web Site Content: Exploring the Influence of Source (Public Relations vs. News), Modality, & Participation on Audience Perceptions",Paper,"The Differential Impact of Web Site Content: Exploring the Influence of Source (Public Relations vs. News), Modality, & Participation on Audience Perceptions","This study examined the impact of source, modality, and participation on peoples perceptions of credibility, salience, attitudes, and general Web site evaluation. Using a 2 (public relations vs. news) by 3 (text only; text and pictures; text, pictures, and video) by 2 (participate vs. do not participate) between-subjects post-test only experimental design, the study showed that there were no significant differences between online stories coming from either public relations or news sources on perceptions of credibility or any of the other dependent variables. However, statistically significant differences did emerge for the effects of the other independent variables. The results suggest that audience perceptions of online stories differ not because of source differences, but because of the use of multimedia and audience engagement on the page. Both theoretical and practical implications for public relations scholars and practitioners are discussed."
2004-0845,"The Digital Divides Gray Fault Line: Aging Workers, Technology, and Policy The Digital Divides Gray Fault Line: Aging Workers, Technology, and Policy The Digital Divide's Gray Fault Line: Aging Workers, Technology, and Policy",Paper,"The Digital Divides Gray Fault Line: Aging Workers, Technology, and Policy The Digital Divides Gray Fault Line: Aging Workers, Technology, and Policy The Digital Divide's Gray Fault Line: Aging Workers, Technology, and Policy","Drawing on the author's ethnographic and textual analysis research over a five-year period in the United States, the paper observes that older generations of workers are getting used to the new models of technology-driven communication but may not feel ""at home"" in them. The author suggests steps for policy makers to stimulate and reward older workers, whose roles in the ""new work"" are both vital and threatened. Proceeding from data suggesting that work status often drives home computer and Internet competencies and usage in the lives of Americans over 50, the author acknowledges that the advancing age of Baby Boomers will cause some generational differences in competency and usage to disappear, but cultural differences among elders will persist. Effective public policy for curing the Digital Divide must include attention to older Americans on the margins, many of whom are single women, racial minorities, and residents of central-city or rural areas, the author claims. Recommendations include:
1. Tailor retirement systems for individual differences.
2. Make employment sectors elder friendly.
3. Make the educational system non-discriminatory.
4. Eliminate ageist practices inside the academy.
5. Strengthen policies to deter age discrimination by employers.
6. Encourage inclusive images of older workers.
7. Stop retrofitting facilities to ""shoehorn"" in disabled (often older) workers.
8. Encourage intergenerational learning communities.
9. Pursue age studies and intergenerational research.
The author concludes that citizens must assume a collective responsibility for re-creating social environments that will accommodate unprecedented complexities of intergenerational living in today's world."
2004-0846,The Dilemmas of (Modern) Working Women in (Post-)Confucianist Asia: Women's Use of Korean TV Dramas,Paper,The Dilemmas of (Modern) Working Women in (Post-)Confucianist Asia: Women's Use of Korean TV Dramas,"In this work-in-progress paper we describe an (auto-) ethnographic study of some career womens viewing practices of Korean TV dramas in Hong Kong. Destabilizing the boundary between the researched and the researcher, we research both ourselves and our friends viewing practices. Using diaries, participant observation and interviews, and drawing on dialogues, e-mail and telephone exchanges both among ourselves and with our friends about Korean TV dramas, we attempt to understand womens viewing pleasure and the ways in which Korean TV dramas might provide working women with resources to negotiate real life tensions between deep-rooted, Confucianist sociocultural values and new, modern working conditions in a rapidly Westernizing, globalizing Hong Kong. Implications for womens TV drama viewing practices and the (re)production and negotiation of womens identities are discussed."
2004-0847,The Discourse of HIV/AIDS in China: News Construction and Representation of the Chinese HIV Blood Scandal (1998-2002),Paper,The Discourse of HIV/AIDS in China: News Construction and Representation of the Chinese HIV Blood Scandal (1998-2002),"On August 23rd 2001, the Chinese government broke its reticence on the subject of AIDS, admitting that 30,000-50,000 Chinese people could have been infected with HIV through illegal blood collections and sales. Although considerable amount of media coverage of this issue has been released, there is no doubt that Chinese government has thrown great efforts to seal this HIV blood scandal up. In this study, I analyze 62 news stories from three major newspapers of China in order to display: (1) how the Chinese news media construct and represent the HIV blood scandal; and (2) how the media discourse about the HIV scandal interacts with social and political context of contemporary Chinese society. By using discourse analysis, I find that: (1) the coverage of the HIV scandal reflects various social problems during the process of modernization, such as the ineffectiveness of Chinese public health policies; (2) an ideological constrain imposed by the Chinese Communism Party decide that it is hard for the Chinese news media to play the role as efficient communication channels to convey health information."
2004-0848,The Diversity Frame: A Different View of Affirmative Action in News Media and Newsrooms,Paper,The Diversity Frame: A Different View of Affirmative Action in News Media and Newsrooms,"A content analysis of U.S. newspaper editorials (N = 158) examined framing of Supreme Court rulings on affirmative action at the University of Michigan. Results showed that Remedial Action and No Preferential Treatment, frames dominating affirmative action discourse in mass media from the 1960s through the mid-1990s, were overshadowed in 2003 by Diversity, a frame asserting that a blend of racially and ethnically different people serves to strengthen organizations and society. Logistic regression analysis indicated that Dedman and Doigs (2003) Newsroom Diversity Index, the ratio of the proportion of minorities professionally employed by the newspaper to the proportion of minorities living in its market, was positively associated with choosing the diversity frame and negatively associated with choosing the no preferential treatment frame. Failure to respond to the American Society of Newspaper Editors 2003 Newsroom Employment Survey predicted use of the No Preferential Treatment frame. Implications for framing and affirmative action are discussed."
2004-0849,The Economics and Politics of Audio-Visual Copyright Enforcement,Paper,The Economics and Politics of Audio-Visual Copyright Enforcement,"The Economics and Politics of Audio-Visual Copyright Enforcement
Abstract

Using simple economic models supported with anecdotal evidence, this paper investigates reasons for what appear to be wide variations in the levels of enforcement against piracy and illegal copying in the AV entertainment industries. In particular, copyright holders such as the MPAA appear to be very aggressive, while firms at the retail level, especially cable operators, appear to tolerate or in some cases even encourage piracy and illegal copying. It is argued that these differences exist because of asymmetries of enforcement costs and control, interdependent demand in the movie release system, and inefficiencies due to profit-sharing payment contracts for electronically distributed media. In conclusion, I consider public welfare issues and several possible policy improvements, including facilitation of greater vertical integration, greater reliance on public authorities for enforcement, and a change in the law regarding the system of restitution payments private firms can collect from copyright infringers."
2004-0850,The Effectiveness of Anti-Smoking Public Service Announcements: Do Emotional Appeals Work?,Paper,The Effectiveness of Anti-Smoking Public Service Announcements: Do Emotional Appeals Work?,"The Effectiveness of Anti-Smoking Public Service Announcements: Do Emotional Appeals Work?

In order to reduce the negative health outcomes of cigarette smoking, the mass media is often used as a tool for delivering anti-smoking messages. One recent campaign, the Florida truth campaign, uses a variety of scenarios to address the death toll caused by cigarette smoking. Both fear and humor-based messages have been constructed for the campaign.

Although these messages have resulted in attitudinal and behavioral changes, an explanatory mechanism for these effects has not been made clear. This research was primarily designed to examine emotional appeals as a potential explanatory mechanism for the effectiveness of the messages. Additionally, we investigated perceived susceptibility, severity and efficacy, which are more cognitive in nature, to observe how these variables might be related to the effectiveness of the campaign. Finally, previous investigations regarding the truth campaign have been conducted with adolescent samples; however, the message effects on college-aged individuals have gone unexamined. In this study, we assessed college students responses to the truth campaign.

The PSAs investigated in this research did affect emotions, emotions tended to co-occur and fear and anger had strong but opposite effects on the dependent variables of interest. Fear was associated with persuasiveness, negative attitudes toward smoking and acceptance of the non-smoking message. Increases in anger were associated with less persuasiveness, more positive attitudes toward smoking and less acceptance of the non-smoking message. Self-efficacy was also associated with changes in the dependent variables in the desired direction."
2004-0851,The Effectiveness of Retrospective and Anticipatory Self-referencing Ads,Paper,The Effectiveness of Retrospective and Anticipatory Self-referencing Ads,"This study explores the effectiveness of retrospective and anticipatory self-referencing ads. The findings of this study show that individual differences in terms of femininity and masculinity can moderate the effectiveness of retrospective and anticipatory self-referencing ads and lead to either self-congruency or self-enhancement effects. Specifically, the findings suggest that feminine participants prefer ads that invite retrospective self-referencing to ads that encourage anticipatory self-referencing. The reverse pattern, on the other hand, has been found for masculine participants. In addition, this study shows that when participants are exposed to retrospective self-referencing ads, both feminine and masculine participants express a preference for ads that depict congruent self-images over those that depict incongruent self-images, exhibiting what is referred to in the literature as a self-congruency effect. In clear contrast, when exposed to anticipatory self-referencing ads, both feminine and masculine participants react more positively to ads that depict masculine traits -- traits that are believed to be associated with positive values -- than to those that portray feminine values, suggesting what is referred to as a self-enhancement effect."
2004-0852,The Effect of Parental Alcoholism on the Self-esteem of Children of Alcoholics: A Meta-Analytic Review (1992  2002),Paper,The Effect of Parental Alcoholism on the Self-esteem of Children of Alcoholics: A Meta-Analytic Review (1992  2002),"Research comparing the self-esteem of children of alcoholics and children of non-alcoholics was reviewed and evidence was found in support of the prediction that children of non-alcoholics have higher self-esteem than children of alcoholics, but this outcome was inconsistent across the studies reviewed. To explain heterogeneity, models using study characteristics were fitted to the effect sizes. Results of the analyses showed that effect sizes tended to get larger as sample size increases. A related prediction, framed using attachment theory, that the variances in self-esteem across COA and non-COA groups would be equivalent was also supported. Results are discussed within the context of the literature reviewed. The review concludes by highlighting the need for increased focus on explaining and understanding resilience and adjustment, rather than dysfunction, in children of alcoholics."
2004-0853,The Effect of Viewer Motivation on the Development of Parasocial Relationships with Reality Television Contestants,Paper,The Effect of Viewer Motivation on the Development of Parasocial Relationships with Reality Television Contestants,"This study identifies the uses and gratifications of reality television among young adult viewers. Two hundred and fifteen college students were surveyed to determine the correlation between their fundamental motives and their level of parasocial interaction with reality television contestants. The results suggested that viewers with different fundamental motives use the genre differently in their formation of parasocial relationships, as viewer motivation was found to effect the development of parasocial relationships with reality television contestants. Study results contributed to a greater depiction of the internal motivations of the active viewer and an accurate representation of the uses and gratifications processes. Young adults who reported being more status-oriented, desiring vengeance and social contact, formed stronger parasocial interaction levels with reality television contestants."
2004-0854,The Effects of Audio-video Redundancy and Emotional Valence on the Allocation of Attention to Audio and Visual Processing,Paper,The Effects of Audio-video Redundancy and Emotional Valence on the Allocation of Attention to Audio and Visual Processing,This study investigates how audio-video redundancy and emotional valence (positive/negative) affects the allocation of cognitive resources to encoding a story into working memory.
2004-0855,The Effects of Information Sources on Consumer Attitudes toward Direct-to-Consumer Prescription Drug Advertising: A Consumer Socialization Approach,Paper,The Effects of Information Sources on Consumer Attitudes toward Direct-to-Consumer Prescription Drug Advertising: A Consumer Socialization Approach,"Pharmaceutical manufacturers are spending more than $2.5 billion annually in Direct-to-Consumer (DTC) advertising in an attempt to educate consumers about prescription drugs. Unlike most other consumer goods, prescription drugs cannot be purchased directly by the consumer, and thus the goal of most DTC advertising is to influence consumers to talk to their healthcare providers about medications that they have seen in ads. Is this advertising effective? Who is most influenced by it, and how does reliance on mass versus interpersonal communication for health information affect attitudes and behaviors regarding DTC advertising?
Using data from a nationally representative survey of the U.S. population conducting by a professional polling organization (with a sample size of 3,000), this study uses structural equation modeling to answer the above questions and to explicate linkages among antecedents (age, gender, race, education, income, family structure), socializing agents (mass and interpersonal channels), and attitudes and behaviors regarding DTC advertising."
2004-0856,The Effects of Internalized Oppression on Marginalized Student Perception of Instructor Credibility,Paper,The Effects of Internalized Oppression on Marginalized Student Perception of Instructor Credibility,"Source credibility theory states that people are more likely to be persuaded when the source presents itself as credible. In the process of exploring this theoretical perspective, this study attempted to determine to what extent source characteristics such as gender and ethnicity play in the perceptions that university students have in the student/professor relationship.
At a bi-national U.S. university with a predominantly Latino student body, students perceived European American professors as more competent and caring, and hence more credible overall, than Latino professors. Female professors were perceived as more trustworthy and caring, as well as more credible overall, than male professors. While results failed to yield a significant MANOVA effect between instructor gender and instructor ethnicity, female Latino professors were perceived as somewhat less competent than their male and female European American and Latino male counterparts. In addition, on overall credibility, European American female professors were rated higher than their European American male, and male and female Latino counterparts. In order of relative significance, competence, immediacy and attractiveness significantly contributed to student learning."
2004-0857,The Effects of Mobile Video Image Delivery on a Person Identification Task: A Study of Wireless Multimedia PDA Use in a Security Context,Paper,The Effects of Mobile Video Image Delivery on a Person Identification Task: A Study of Wireless Multimedia PDA Use in a Security Context,"The convergence of affordable multimedia capabilities with local and wide area wireless data networking on handheld devices is a particularly important trend. Using off-the-shelf technology, we conducted a simple experiment that required subjects to engage in a person-identification task while posing as security agents in field setting. Subjects attempted to identify a target person in a public setting under different conditions with or without the aid of video information distributed to them via wireless-enabled multimedia PDAs. We develop expectations based on previous research in the areas of social presence, information richness, and the role of video in grounding. Our findings suggest new directions for research on this new generation of video-enabled devices."
2004-0858,The Effects of News Difficulty and Reader Effort on Processing Banner Ads,Paper,The Effects of News Difficulty and Reader Effort on Processing Banner Ads,"This study examined to what extent Web banner ads can be processed while people read online news. Reading news stories and looking at Web banner ads are the most two common activities involved with online news reading. Since two activities tend to occur concurrently, the dual task paradigm used to examine the interference effects.
In this study, we changed the amount of mental resources allocated to the reading of news stories by altering either difficulty of news content or effort of participants, and observed whether our manipulations can influence the performance of processing banner ads. First, we expected that the more difficult news stories, the more banner ads will be remembered. The results showed that Web banners ads paired with difficult news stories were recognized and recalled better than those paired with easy news stories. Second, we expected that the more effort is devoted to the reading of news stories, the less cognitive resources are available to the processing of banner ads. This hypothesis was not supported. Third, we anticipated that there is the differential influence of animation on either two levels of difficulty or the two levels of effort. We predicted that if any, the impact of animation is bigger at the low level of difficulty and the low level of effort. These hypotheses were not supported. Instead, we found that for easy stories animation matters when people read news without paying much attention while for difficult stories animation matters when people read news with a high attention."
