Paper ID,Title,Session,Session Division,Individual Division,Session SubDivision,Sumission Type,Title to Check,Session to Check,Abstract
2006-1516,The Strategic Management of Government Affairs in China,Public Relations Top Papers,Public Relations,,,Paper,The Strategic Management of Government Affairs in China,Public Relations Top Papers,"This study addresses how MNCs effectively interact with government by examining the strategic management of government affairs in 25 MNCs in China from the perspectives of public relations and corporate political activity. Twenty-seven qualitative interviews were conducted. Results show that 16 of the 25 MNC include their government affairs managers in strategic management. Government affairs contributes to the process by aligning their business goals with the development of policies and regulations. Government affairs managers play four roles in the process according to the level of regulation and the frequency of external environmental changes of the MNCs: the business developer, expert prescriber, senior advisor, and internal consultant. Government affairs specialists use direct and indirect sources to gather information relevant to environmental scanning. Results also suggest a positive relationship between the participation of government affairs in strategic management and excellence in government affairs. However, in addition to excellence in government affairs, organizational mechanisms of management, organizational expectation and culture, and the nature of the MNCs industry also affect the integration of government affairs with the overall strategic management. In short, in order to assist multinational corporations navigating in Chinas ever-changing environment, government affairs is more professional and strategic than a business of guanxi (personal relationships)."
2006-1517,The Structural Configuration of International Flow of Films: A Multilevel Network Analysis,Global Movie Flows,Intercultural & Development Communication,,International & Development Communication,Paper,The Structural Configuration of International Flow of Films: A Multilevel Network Analysis,Global Movie Flows,"There are two opposing perspectives on the international flow of media products. One is that only a few advanced countries with overwhelming capability of producing and distributing media products have monopolized the global market of media and therefore the ideology of capitalism would spread out: it is called the Media Imperialism. The opposing perspective is that both the activeness of media consumers and the autonomy of individual countries not only decentralizes the monopolized international media market but also enable them to build their own regional blocks. These contradictory perspectives, based on their own empirical data and logical explanations, thus controvert to each other and consequently, fail to illustrate which view is more substantial. Therefore, the purpose of this research is to clearly identify the structural configuration of the international flow of media products, focusing on cinematographic film, one of the most representative media products, by using network analysis.
The results revealed several regional blocks based on geo-cultural proximity and reverse flow from developing and undeveloped countries to the advanced countries. However, those flows were insignificant and the North America-Western Europe block, including a few advanced countries, was seen to still dominate the whole network of film flow. These results reconfirmed that the media imperialism discourse is still valid to explain the contemporary structure of international flow of films."
2006-1518,The Structure of International Aid Flows and Global News Media,Foreign Policy and Media Communications,Intercultural & Development Communication,,International & Development Communication,Paper,The Structure of International Aid Flows and Global News Media,Foreign Policy and Media Communications,"This study examines the structure of international aid flows in the global system and the relationship between news coverage and international aid allocations from a communication perspective. Generally, traditional perspectives on international aid have focused on the nation-state system, limiting explanation of international aid flows in the global system. World systems theory is proposed to explain the phenomenon. The results of a network analysis found: 1) international aid flows follow a core-periphery structure; 2) the relationships between donors and recipients reflect the structural characteristics of international interaction described by Galtung (1971). This study also suggests the bystander intervention model to explain the mechanism of international aid. The model emphasizes the importance of communication among members in a social system. It represents the processes of decision-making on a nations policy to help other countries and provides the mechanism of international communication that encourages aid. The global news media plays an important role as an agenda-setting agent. The results of multiple regression analysis reveal that global news media coverage is a significant determinant of international aid."
2006-1519,The Tabloidization of Taiwan Newspapers,Journalism Studies Interactive Paper Session,Journalism Studies,,,Paper,The Tabloidization of Taiwan Newspapers,Journalism Studies Interactive Paper Session,"The purpose of this research is to examine the changes of the newspaper contents before and after the launching of Apple Daily, so-called tabloid newspaper in Taiwan. It has been hypothesized that Taiwans newspapers become more tabloidized when they face the severe competition from a well printed, more colorful, and celebrity-oriented newspaper.

This study content analyzed major newspapers in Taiwan to examine the size of the story, news categories (news, figure writing, special report), subjects, major actors, news source, public interest (high or low), and tabloid journalism (yes or no). The result showed that therere almost no significant differences between the contents of news in terms of major actors, subjects and news source for the three local newspapers in 2001 and 2004. The only significant differences between the news presented by these three newspapers were the public interest element of the news and tabloid journalism. The differences in news categories and contents between local newspapers and that of Apple Daily were significant."
2006-1520,The Terri Schiavo Case: Media Effects on End-of-Life Decision Making,Advances in Research on News Effects II,Mass Communication,,,Paper,The Terri Schiavo Case: Media Effects on End-of-Life Decision Making,Advances in Research on News Effects II,"We administered questionnaires to 68 undergraduate students three months after the death of Terri Schiavo to assess the content and context of end-of-life (EOL) decision-making conversations that they had participated in during the year prior to the study. We also obtained scores of media consumption and the degree of knowledge and interest in the Terri Schiavo case. Results show a positive effect of media consumption. Higher media consumers were significantly more likely to have engaged in an EOL decision-making conversation. Consumers of radio news were especially affected. Interest in the Terri Schiavo case was also significantly correlated with participation in an EOL conversation. While media effects literature has routinely focused on the negative aspects of media consumption (e.g., negative body image, violence), this project brings forth a positive effect by showing that heavier media consumption can lead to important and necessary conversations about sensitive topics like EOL decisions. The behavioral impact of agenda setting and the role of exemplars are discussed."
2006-1521,"The Third Person Effect, Sexual Affect, and Support for Internet Pornography Regulation","x and the Media: Knowledge, Use, Arousal and Socialization",Mass Communication,,,Paper,"The Third Person Effect, Sexual Affect, and Support for Internet Pornography Regulation","Sex and the Media: Knowledge, Use, Arousal and Socialization","This study serves three goals. First of all, the perceptual component of the third-person effect is tested in the context of Internet pornography with U.S. college students. Second, it investigates how sexual affect influences estimates of harmful effects of Internet pornography on self and on others. Finally, two theoretical frameworks  the third-person effect approach and the affective judgmental process approach  are critically compared to find out why people support Internet pornography regulation. This study supports the perceptual component of the third-person effect. In addition, the perceptual bias does not disappear based on ones positive and negative sexual affect. However, our findings do not support the behavioral component of the third-person effect in predicting support for Internet pornography regulation. Instead, findings strongly indicate that public support for Internet pornography regulation results from peoples predisposed sexual affect."
2006-1522,The Twain Have Met!: Investigating Crucial Indicators for Intercultural Friendship Levels Between International Students from Four East Asian Countries and U.S. Americans,tercultural Friendships/Relationships and Identity,Intercultural & Development Communication,,Intercultural Communication,Paper,The Twain Have Met!: Investigating Crucial Indicators for Intercultural Friendship Levels Between International Students from Four East Asian Countries and U.S. Americans,Intercultural Friendships/Relationships and Identity,"Empirical studies have shown that international students in the U.S. in general experience great social difficulties and psychological obstacles establishing satisfying friendships with U.S. students (Gareis, 1995; Owie, 1992; Mcdermott, 1992; Olaniran, 1996; Collier, 1996). International students from collectivistic cultures especially experience higher levels of obstacles developing friendships with U.S. American students and lower probability of smooth adjustments compared with those from individualistic cultures similar to the host culture (Olaniran, 1996). Furthermore, in the development of close relationships such as intercultural friendships, self-disclosure is the third major factor in intercultural friendship formation (Kudo & Simkin, 2003) and also a crucial and defining indicator (Matsushima & Shiomi, 2002). Hence, this study focuses on international students from China, Japan, Korea, and Taiwan, where cultures are predominantly high-context collectivist cultures heavily influenced by both Confucian doctrines and Buddhism (Yum, 1988; Irwin, 1996). Specifically, this paper aspires to examine and analyze self-disclosure in three levels of intercultural friendships between U.S. Americans and international students from the four Asian countries entirely from the perspectives of the international students and to discuss the results in relation to the anxiety/uncertainty management theory (Gudykunst, 1995 & 1996), and the social penetration theory (Altman & Taylor, 1973). To answer the proposed three research questions and one hypothesis, a four-page survey questionnaire was developed to assess the relationship between 11 dependent variables of self-disclosure and three levels of intercultural friendship development. In general, the findings of the present study are consistent with research on relationship development and self-disclosure."
2006-1523,The Use of Equivocal Communication in Responding to Corporate Crises: Situational Appropriateness and Effects on Corporate Reputation,Crisis and Image Repair in Public Relations,Public Relations,,,Paper,The Use of Equivocal Communication in Responding to Corporate Crises: Situational Appropriateness and Effects on Corporate Reputation,Crisis and Image Repair in Public Relations,"This study examines the proposal that equivocal communication theory could provide a framework for crisis communication professionals to use in identifying situations that call for limited disclosure of information to external publics, and developing responses that are appropriate for the situation and which maintain the organizations reputation. Three hundred individuals rated equivocal and non-equivocal spokesperson responses to hypothetical scenarios describing a corporate crisis that contained either an avoidance-avoidance goal conflict or an approach-avoidance conflict. As predicted, equivocally worded spokesperson responses, rather than direct responses, were viewed as more appropriate messages to use in avoidance-avoidance goal conflict scenarios. Equivocal responses were also associated with higher levels of corporate credibility and management commitment in avoidance-avoidance goal conflict situations. At the same time, non-equivocal responses were viewed as more appropriate and associated with higher levels of corporate credibility and management commitment in approach-avoidance goal conflicts than equivocal responses."
2006-1524,The Use (or Lack Thereof) of Framing Devices on Activist Organizations Websites,Public Relations and Framing,Public Relations,,,Paper,The Use (or Lack Thereof) of Framing Devices on Activist Organizations Websites,Public Relations and Framing,"The researchers analyzed Websites of activist organizations to determine what those interested in a particular issue would find when surfing the Web. The macro framework for this study was based on the theories of sociologists David Snow and Robert Benford who focus on how social activist organizations frame their messages. At the micro level the researchers examined the Websites for the presence or absence of five devices identified by Gamson and Modigliani (1989) as commonly used when framing issues.
The findings suggest that activist groups are largely failing to make use of most of the suggested framing devices on their Websites. Given that this is the one mass medium that allows activist groups to inexpensively disseminate their messages to a potentially unlimited audience at the same time bypassing the filter of more traditional media, the failure to employ the full range of message framing devices is all the more troubling."
2006-1525,The U.S. Presss Construction of North Korea As Part of the Axis of Evil,Journalism Studies Interactive Paper Session,Journalism Studies,,,Paper,The U.S. Presss Construction of North Korea As Part of the Axis of Evil,Journalism Studies Interactive Paper Session,"This study examines how two major U.S. newspapers (The New York Times and The Washington Post) represent--specifically through framing--North Korea's national image during the two-year period (from 2001 to 2002). To conduct this research, two theories (theory of social construction of reality and media framing theory) and one research method (framing analysis) are used for analyzing media texts. According to findings, The New York Times and Washington Post showed a similar trend to portray North Korea. An anti-North Korea frame dominated the news coverage of North Korea in both newspapers. Furthermore, this study reveals that most news articles related to North Korea were classified into negative images instead of positive images. The U.S. newspapers framed the national image of North Korea through evil, enemy, blackmailer, and poor country images, whereas the newspapers did not used positive images such as friend when the newspapers portrayed North Korea."
2006-1526,The Value of Diversity to Learning Organizations,"Organizational Communication Interactive Paper Session: Focus on Leadership, Socialization and Interpersonal Relations in Organizations",Organizational Communication,,,Paper,The Value of Diversity to Learning Organizations,"Organizational Communication Interactive Paper Session: Focus on Leadership, Socialization and Interpersonal Relations in Organizations","Learning organizations are environments promoting individual and team learning capabilities. Learning organization concepts, embraced by businesses throughout the 1990s are strategies for competing in dynamic, global economic environments. Worldwide, leaders across varying industries continue to strive to build learning organizations to improve effectiveness, and the ability to continuously evolve. Learning organizations depend on effective communication; a chief component of leadership influence. They also require thinking, and as many perspectives as possible in order to evolve and grow in response to external pressures. These perspectives emerge from a diversity of experiences. Thus, leaders must recognize the value of a diverse organization as an important resource in organizations ability to learn and manage change. The present analysis explores learning organization variables showing that diversity and leadership communication are important co-factors in successfully implementing learning organization principles."
2006-1527,The Visual Framing of the Indian Ocean Tsunami and Hurricane Katrina: A Comparison of Newspaper Coverage in Three Countries,Visual Framing of Culture and Global Politics,Visual Studies,,,Paper,The Visual Framing of the Indian Ocean Tsunami and Hurricane Katrina: A Comparison of Newspaper Coverage in Three Countries,Visual Framing of Culture and Global Politics,"Newspapers worldwide produced different images of the 2004 Indian Ocean tsunami and of hurricane Katrina in 2005, two natural disasters that have recently stunned audiences all over the globe. This study examines how newspapers in the United States Great Britain, and India framed the disasters and their aftermath by analyzing the content of all photographs they published during the first week after the calamities hit. The most salient frames used by the three papers are lives lost, lives saved, physical, emotional and political. Results show that the American newspapers visual coverage of hurricane Katrina was more restrained compared to the way they depicted the tsunami that occurred in Asia. The British and Indian newspapers, however, covered the two disasters almost in a similar fashion, relying heavily on the physical damages and emotional frames. Examining the salient frames showed that perhaps local flavor and audience expectations influenced the selection of frames besides journalistic routines and ideology."
2006-1528,The Watchdog's Bark: Professional Norms and Institutional Routines in Cable News Coverage of Hurricane Katrina,"Crisis Journalism, Terrorism, and Natural Disasters",Journalism Studies,,,Paper,The Watchdog's Bark: Professional Norms and Institutional Routines in Cable News Coverage of Hurricane Katrina,"Crisis Journalism, Terrorism, and Natural Disasters","Journalists faced numerous physical, emotional, and professional challenges in covering Hurricane Katrina and the devastation the storm brought to the Gulf Coast of the United States in late summer 2005. This study focuses on reporting by three cable news journalists, exploring their performances in comparison with established norms of detachment and objectivity, as well as routines of sourcing and newsgathering. It suggests that although the reporters were passionate and engaged, and their efforts generally well-received by news audiences, their participatory approach to on-air coverage ultimately may have been more effective as an expression of their own frustration than as a way of alleviating the suffering of others."
2006-1529,The Work Which Becomes a New Genre Itself: Textual Networks in the World of Cowboy Bebop,From Asia to the World: Globalization within and through Popular Communication,Popular Communication,,,Paper,The Work Which Becomes a New Genre Itself: Textual Networks in the World of Cowboy Bebop,From Asia to the World: Globalization within and through Popular Communication,"The advent of new media, particularly the World Wide Web and associated audio-visual production technologies, has transformed our sense of adaptation and with it our sense of authorship and authenticity. Media consumers, or readers, have always been active to some extent, selecting, combining and re-contextualizing portions of their favorite texts. But multimedia networks have both deepened and extended these activities in important ways. Employing digital duplication and production tools, global communities of network users now create and exchange media artifacts of ambiguous provenance. Their activities are blurring the boundaries between author and audience, and transforming the nature of media adaptations.
This paper examines the constellation of texts and activities that comprise Cowboy Bebop, a Japanese television program adapted to feature film, and subsequently repurposed in numerous forms. The paper asserts that three principals emerging from new media and related new audience activities are changing the constitution of media, story and genre. First, all texts are now potentially multimedia, and both commercial and communal players will increasingly exploit these properties. Second, all texts should be understood as networks of form and meaning, with a variety of constituencies contributing to both their shape and content. Third, industrial marketing strategies are supplemented, contested and extended in these new networks and activities. The role of non-commercial, textual communities in quasi-marketing activities is an important consideration in understanding contemporary media adaptation processes."
2006-1551,The Wounded Community: Mother-Blaming in News Articles About Women Who Killed Their Children,Feminist Scholarship Interactive Paper Session,Feminist Scholarship,,,Paper,The Wounded Community: Mother-Blaming in News Articles About Women Who Killed Their Children,Feminist Scholarship Interactive Paper Session,"In presenting reports on maternal infanticide, journalists construct the narrative of the wounded community, which positions local residents as the collective victim of a powerful and destructive woman. While the wounded community provides an efficient narrative device, enabling journalists to tell the story simply and quickly, it masks the complex social factors that contribute to infanticide, such as lack of adequate care for women who suffer from postpartum psychosis, gender inequalities that contribute to womens feelings of powerlessness in their homes and their workplaces, and lack of community support for mothers work as caretakers. The wounded community narrative ignores the presence of maternal ambivalence, reflects the common practice of mother-blaming, and makes women a scapegoat, creating an incomplete and often inaccurate story of the causes of maternal violence."
2006-1552,The Young and Techless? Investigating Internet Use and Problem-solving Behaviors of Youths in Singapore,Techless and Incompetent New Media Users?,Communication and Technology,,,Paper,The Young and Techless? Investigating Internet Use and Problem-solving Behaviors of Youths in Singapore,Techless and Incompetent New Media Users?,"As children of the information age, youths are often regarded and portrayed as technological experts. The purpose of this paper is to critically examine the technologically savvy image of youths by investigating the digital divide issues underlying youth Internet use, including their computer and Internet problem solving behaviors in their everyday lives. The study draws on data from a web-based questionnaire (N= 767) and face-to-face interviews (N= 38) with youths in Singapore, a country where Internet adoption is pervasive. Contrary to popular conceptualizations of youths as being a cohort of technically savvy experts, findings showed considerable variance in youths Internet expertise and problem solving behaviors. Analyses showed that socio-demographic status did not significantly affect Internet use. Instead, results showed that Internet expertise, and Internet related problem solving expertise and social support problem solving behaviors significantly influenced the online behaviors of young Internet users. Findings suggest that in wired contexts where many have already adopted the Internet, it is the variations in post-adoption patterns that may more accurately reflect the extent and presence of social stratification, extending the digital divide in the age of information."
2006-1553,Theyre Playing Our Song: Popular Music as a Marker of Shared Memory,"Myths, Branding, and Nationalism in Popular Music",Popular Communication,,,Paper,Theyre Playing Our Song: Popular Music as a Marker of Shared Memory,"Myths, Branding, and Nationalism in Popular Music","Popular music has been identified for its role as a carrier of embedded collective memory, but songwriters are not alone in their ability to insert memory into song: the openness of popular music texts also provides listeners the opportunity to invest their own shared memories into songs. The practice of song-sharing among romantic couples represents perhaps the most pervasive use of a popular cultural object to celebrate memories forged together. The presence of our song is widely recognized as an aspect of romantic relationships, yet the process by which a song becomes our song has not been systematically investigated. In this paper, I examine the our song phenomenon through an analysis of stories shared by informants. Among the elements examined are the relevance of content versus context in the selection of a song, whether it was sought deliberately, and the perceived functionality of song-sharing."
2006-1554,Third-Person Effect in Online Social Networks,Mediated Messages and Information Processing in Individuals and Groups,Information Systems,,,Extended Abstract,Third-Person Effect in Online Social Networks,Mediated Messages and Information Processing in Individuals and Groups,"In the context of online social networks, the present paper is aimed at investigating differential perceptions of oneself, versus friends in one's network and other users, in terms of sociability and self-disclosure honesty. The third-person effects hypothesis suggests that these perceptions will be the most favorable for the self, followed by those for one's friends, and finally by those for other ""anonymous"" online social network users. Results of a pilot survey come to suppport expectations fostered by the third-person hypothesis."
2006-1555,"Three European Cultures: A Case Study on the Habermas-Led Intervention on Europe, May 31, 2003",tercultural & Development Communication Interactive Paper Session,Intercultural & Development Communication,,Intercultural Communication,Paper,"Three European Cultures: A Case Study on the Habermas-Led Intervention on Europe, May 31, 2003",Intercultural & Development Communication Interactive Paper Session,"On the initiative of German philosopher, Jürgen Habermas, seven European Intellectuals on May 31 2003 published articles on the theme What is Europe? in seven European newspapers. This study focused on the political discussion caused by these articles in various European newspapers. It explored whether the seven Intellectuals were able to stir a political debate with pan-European perspectives, European political communication.
To obtain the empirical material, a search via Nexus-Lexus was carried out on the Internet, and follow-up calls were made to the newspapers. Results indicated a debate that was locked in regionally, presumably by cultural differences. Instead of a political dialogue across borders there were thus several regional debates, above all within the German language media.
The conclusion of the case study is that, culturally, Europe is divided into cultural and historical regions, where the three European regions suggested by Hallin and Mancini may approximate a useful division."
2006-1556,"Through a Glass Darkly: Information Monopolies, Copyright, and Academic Freedom on Campus",Copyright from the 6th Century to the 21st Century,Communication Law & Policy,,,Paper,"Through a Glass Darkly: Information Monopolies, Copyright, and Academic Freedom on Campus",Copyright from the 6th Century to the 21st Century,"ICTs are fundamentally transforming the ways in which intellectual property rights will be observed and enforced. This paper examines how legally-stipulated institutional roles to ensure individuals data privacy are increasingly in conflict with institutional obligations to pursue copyright enforcement. This raises the larger societal debate over appropriate levels of state regulation required to balance the data privacy rights of users to freely access information against the rights of owners of information and media services to realize rents. This paper predicts that a growing public awareness of threats to their individual data privacy, increasingly understood as identity theft, will compel the state to a more activist role, but at the cost of the copyright advocates who increasingly depend on technological data profiling and tracking for enforcement. Examples of how the state may in the future attempt to strike the balance between data privacy and copyright enforcement are observable today on university campuses. University students and faculty (at least some faculty!) are leading the way in shaping the digitally convergent Gigabit Society, revealing in the campus microcosm the strengths and weaknesses of existing copyright and privacy regimes. The paper uses several examples of university data policies drawn from existing law and practices to illustrate requirements for an eventual copyright regime legitimacy and implications for an emerging data social contract between owners and users of ICTs."
2006-1557,To Identify or Not to Identify: A Theoretical Model of Receiver Responses to Anonymous Communication,dentification and Anonymity on the Internet,Communication and Technology,,,Paper,To Identify or Not to Identify: A Theoretical Model of Receiver Responses to Anonymous Communication,Identification and Anonymity on the Internet,"From the founding of the U.S. Constitution to recent scandals and terrorist attacks, anonymous communication has been an issue of longstanding social import. Although anonymity has been studied for well over a century, scholarship on anonymous communication has been fragmented and the role of message receivers has been largely overlooked. A theoretical model is developed in this manuscript explaining receiver responses to anonymous communication. The context of the communication, the degree to which the source is perceived anonymous, the receivers desire to identify the source and potential ability to determine the sources identify are posited to impact attempts at identifying (or further anonymizing) the source as well as perceptions of the source, message and medium. The manuscript concludes by identifying instances where anonymity may be particularly beneficial or problematic for message receivers and offering directions for future research."
2006-1558,Too Much Good News?: News Framing of the Internet in Asian Newspapers,Old to New Media,Intercultural & Development Communication,,International & Development Communication,Paper,Too Much Good News?: News Framing of the Internet in Asian Newspapers,Old to New Media,"One of the most rapidly growing forms of innovations is the Internet, which has come to be regarded as an essential information and communication technology tool for development. But as in all types of ICT, the Internet evokes both hope and concern. Scholars have referred to these dichotomous perspectives on the Internet as utopian and dystopian. In considering the many reasons behind Asias rapid pursuit of ICT development despite existing dystopian concerns, we have to also examine the medias role in facilitating the growth and adoption of such technologies. This study investigates articles on the Asia News Network, a consortium of 13 major Asian newspapers, to determine the types of utopian and dystopian frames Asian newspapers use to report the Internet. This study also seeks to determine whether news framing of the Internet has a significant relationship with the practice of development-style journalism, a technique of reporting Asian news agencies developed to facilitate their nations development efforts. The results strongly indicate that major newspapers in Asia are more utopian than dystopian in their reporting of the Internet. Overall, articles were more utopian than dystopian about the Internet, and there were more utopian than dystopian articles. This study also finds that the quality of development news coverage of the Internet in Asian newspapers is merely moderate."
2006-1559,Toward a Model of Helping and Being Helped: Implications for Collaborative Communication Technology,Human Computer Interaction and Information Processing,Information Systems,,,Paper,Toward a Model of Helping and Being Helped: Implications for Collaborative Communication Technology,Human Computer Interaction and Information Processing,"This study elicited step-by-step descriptions from 242 respondents about situations in which they were helped by someone else or when they helped someone else. The objective was to develop a model of collaborative cognitive behavior that could be employed in the design of collaborative communication technology like the World Wide Web. The interviews were conducted with a modified TimeLine method (Dervin, 1983; Nilan, 1992) in March, 2004 and the data was content analyzed employing standard content analytic procedures. The final model developed from the data was an eight-step model of the steps perceived and expected by respondents regardless of whether they were describing a helping situation or a being helped situation. The implications of the empirical model for the design of collaborative communication technology is discussed."
2006-1560,Towards a Coevolutionary Theory of Globalization,Globalization and Communication,Organizational Communication,,,Paper,Towards a Coevolutionary Theory of Globalization,Globalization and Communication,"Globalization seems to be omnipresent. Volumes have been written about it over the past few years, as scholars from many disciplines have attempted to define and account for the phenomena and processes the term describes. Most research on globalization, however, is largely a-theoretical; and even when there is an attempt to part with pure empiricism, the result is a theory on globalization, not a theory of globalization. In this paper, I argue for an evolutionary theoretical framework, which would allow for much needed theory-driven empirical analysis of global transformations. Aspects of the European Union project are used to illustrate how evolutionary theory captures change in the making. The paper concludes with a critique of this approach and outlines a research agenda that would lead to further development and resolution of current limitations."
2006-1561,Towards a Globally Interconnected Pedagogy Approach to Film Studies: Contemporary Hong Kong and Hollywood Connections,Popular Communication Interactive Paper Session,Popular Communication,,,Paper,Towards a Globally Interconnected Pedagogy Approach to Film Studies: Contemporary Hong Kong and Hollywood Connections,Popular Communication Interactive Paper Session,"Though not the world's largest film producer, Hollywood has the world's biggest single marketexhibition-wise and distribution-wise. Hongkong, a major filmmaking centre no less, has had a long history of playing (to) Hollywood films, among othersa sharp contrast to the United States film market which has only until recently shown a growing willingness to program non-Hollywood films. Hongkong films have long shown a keenness to tap on literary, theatrical, filmic and other creative traditions, both within and outside; in this, Hollywood could be said to have had offered valuable lessons, in perhaps much the same way as some Hollywood filmmakers are presently learning from Hongkong. While mutual borrowing and appropriation seem to be the order of the day now, this is not without precedence. As in Hongkong, the origins of Hollywood have never been immune to external influences. Yet the notion that Hollywood has remained the main source of reference for filmmakers anywhere persists (Kolker, 1978; Aufderheide, 1998; Bordwell 2004), while non-Hollywood films, especially Asian ones, are thought or disparaged as derivatives. Through a close study of Tsui Harks Shanghai Blues (1984) with particular focus on the films intertextualities, my paper dispels that notion by showing that citations are not equivalent to imitations (in the sense of plagiarism). It relatedly suggests that the business of borrowing, appropriation and cooptation has long been integral to the filmmaking process anywherea process which would account for the diverse filmmaking traditions we see today. This is key to a globally interconnected pedagogy."
2006-1562,Towards a Phenomenological Critique of Mediated Cosmopolitanism,Global Public Discourse,Philosophy of Communication,,,Paper,Towards a Phenomenological Critique of Mediated Cosmopolitanism,Global Public Discourse,"This paper argues that approaches to the problem of mediated cosmopolitanism, have largely not addressed many of the fundamental philosophical issues concerning the phenomenological nature of the world presented through the global media and the dialectical process of interiorization through which the global media present this world. This paper will attempt to address some of these issues, using the recent work of the German philosopher and cultural theorist Peter Sloterdijk, in particular his sphereology of globalization. Sloterdijks work, itself based on an engagement with earlier work by Benjamin, Heidegger and Bachelard, suggests that, in the formation of a world interior space, in which the global media plays an important part, far from this leading to an unambiguous expansion of horizons of the individual, as the claims of mediated cosmopolitanism would lead us to expect, an opposite process is observable, in which the formation of the world interior leads to the disappearance of the exterior and to a process of immunization of the media consumer against this exterior, a process which, in its phenomenological nature, is often opposite in its import to the expansion of horizons implicit in cosmopolitanism."
2006-1563,Towards a Theory of Visual Narrative Analysis: What We See on HGTV,Theory Development for Visual Analysis,Visual Studies,,,Paper,Towards a Theory of Visual Narrative Analysis: What We See on HGTV,Theory Development for Visual Analysis,"A rhetorical analysis of the reality-genre network Home and Garden Television (HGTV) attempts to determine whether Fisher's Narrative Paradigm Theory (NPT) can be applied to visual representations to reveal implicit stories and values. HGTV's controlled production, niche focus, and seemingly formulaic plots raise important issues concerning the conceptualization of narrative in lifestyle TV. This study asks what stories are told and how these stories perform persuasively. Findings indicate the shows can be interpreted by associating NPT's concept of narrative probability to the literal content of images, and its concept of narrative fidelity to the descriptive form of images. Results conclude that both moralistic and materialistic myths of the American Dream are present in the pictorial syntax of the programs; that pictorial syntax helps to construct metaphoric propositions through descriptive spatial and temporal form within and between frames; and that form suggests and reinforces figurative imagery. These findings have implications for the use of NPT in televisual analysis to reveal latent values as subtext in our culture's dominant communication medium."
2006-1564,Towards the Measurement of Psychological Health Empowerment in the General Public,Advances in Health Communication Theory and Conceptualization,Health Communication,,,Paper,Towards the Measurement of Psychological Health Empowerment in the General Public,Advances in Health Communication Theory and Conceptualization,"Background: health empowerment is considered to be one of the key elements in the current transformation towards a health care consumer model and the emergence of the post modern expert patient. Hypothesis testing in quantitative health empowerment research, however, has been hindered by the lack of a standardized measurement instrument for the empirical assessment of the empowerment construct.
Method: In this paper, two theoretical models on psychological empowerment are translated into a likert-type measurement instrument. Five focus group interviews (n=31) were administered for item construction and self administered questionnaires in two different samples were used for items analysis and scale construction (sample1: n=330; sample2: n=213).
Results: two 15-item likert-type scales for psychological health empowerment were constructed using exploratory factor analysis. The results supported for the three faceted (G-HES3) as well as the four faceted theoretical model (G-HES4). Second order confirmatory factor analysis, however, suggested that the model reflecting the G-HES3 was more parsimonious than the G-HES4 model. Additionally, initial support for the criterion validity of the G-HES3 was provided.
Conclusion: Both the three facetted and the four facetted theoretical model on psychological health empowerment can be translated into a likert-type measurement instrument. It is, however, suggested that the costs associated with the addition of a fourth factor to the construct of psychological health empowerment are not sufficiently compensated by an increase in model fit. The G-HES3 three is therefore suggested as the better alternative for the measurement of psychological health empowerment in quantitative research."
2006-1565,Town Hall Meetings Without the Town: Were the Denver Threes First Amendment Rights Violated?,Censoring Speech and Speakers,Communication Law & Policy,,,Paper,Town Hall Meetings Without the Town: Were the Denver Threes First Amendment Rights Violated?,Censoring Speech and Speakers,"This article explores whether American citizens rights are violated when excluded from official White House event based on the citizens speech. In particular, this paper examines an event which took place in April, 2005, where three citizens were excluded from a Social Security town-hall meeting because the vehicle they arrived in exhibited a bumper sticker critical of Bush administration policies. The key question examined is whether private individuals who volunteered at the event can be considered state actors thereby implicating the citizens First Amendment rights. The issue is highly relevant, especially in America, given the increasing importance and power in our society of private institutions and individuals and given that such private persons are generally not constrained by the Constitution. The paper also provides a good launching pad through which to discuss other countries treatment of freedom of expression and the differences between the First Amendment and its counterparts or lack thereof in other societies."
2006-1566,Toying with Murder: The Impacts of Mystery Complexity and Need for Cognition on Mystery Enjoyment,Media Enjoyment: New Directions in Enjoyment and Emotion Research,Mass Communication,,,Paper,Toying with Murder: The Impacts of Mystery Complexity and Need for Cognition on Mystery Enjoyment,Media Enjoyment: New Directions in Enjoyment and Emotion Research,"An experiment investigated how the complexity of a mystery story and need-for-cognition affected mystery appreciation. German participants (n = 206) read a short mystery story, divided into four segments, and indicated suspicions and text liking during exposure. The story varied in a 2 x 2 x 2 design, as each of the first three segments contained clues hinting toward either suspect A or B. Thus mystery complexity was varied through timing and congruity of presented clues. After reading the mystery resolution with suspect A as culprit, respondents reported emotional responses and overall enjoyment before completing the need-for-cognition scale. Findings show that participants with low need-for-cognition tended to like the mystery with very low or moderately low complexity more, while participants with high need-for-cognition liked the moderately high complexity best. Very high complexity was generally disliked. High certainty about the culprit, curiosity, and surprise were significant predictors of mystery enjoyment."
