Year,Session Type,Session Title,Division/Unit,Chair Name,Chair Affiliation
2018,Paper Session,"Relationships, Brands, Reputation, and Word of Mouth: The Intangible Aspects of Public Relations",Public Relations,Brigitta R. Brunner,Auburn U
2018,Paper Session,Theory and Research in Health Crisis Communication,Health Communication,Jonathan Crane,UNC Charlotte
2018,Paper Session,New Research on Agenda Setting,Political Communication,Peter Van Aelst,U of Antwerp
2018,Paper Session,Media Scholars' Consideration of Fake News,Mass Communication,Andreas M. Fahr,U of Fribourg
2018,Paper Session,"Influences on Hostile Media Perceptions: Exploring The Effects of Social Media, Discussion, Involvement and Exposure",Political Communication,Aaron S. Veenstra,Southern Illinois U Carbondale
2018,Paper Session,"Science, Media, and Public",Mass Communication,Heather Shoenberger,University of Oregon
2018,Paper Session,"B.E.S.T. Session: Knowledge, Innovation, and Media",Organizational Communication,William C. Barley,U of Illinois
2018,Paper Session,Stakeholder Engagement Research in Public Relations,Public Relations,Zifei Fay Chen,University of San Francisco
2018,Paper Session,HIGH-DENSITY: Narratives and Health Communication,Health Communication,Sonya Dal Cin,University of Michigan
2018,Paper Session,Journalism and Gender,Journalism Studies,Cory L. Armstrong,University of Alabama
2018,Paper Session,HIGH-DENSITY: Processing News and Misinformation in Digital Age,Information Systems,Lelia Samson,Radboud University
2018,Paper Session,"Lessons From Media: Connection, Careers, and Community",Children Adolescents and the Media,James Alex Bonus,Ohio State U
2018,Paper Session,"Cognitive Processes and Online Media Use: Norms, Priming, and Third Person Effects",Communication and Technology,Anne Oeldorf-Hirsch,U of Connecticut
2018,Paper Session,Social Media and Communication About/During Crises and Natural Disasters,Communication and Technology,Linda Royall,Oral Roberts University
2018,Paper Session,Publics and Their Problems,"Philosophy, Theory and Critique",,
2018,Paper Session,"Keeping it Virtually Real, Realizing the Virtual Appeal",Game Studies,Jih-Hsuan Lin,National Cheng-Chi U
2018,Paper Session,Research Escalator - Part 1,Organizational Communication,,
2018,Paper Session,HIGH-DENSITY: Communicating Interpersonally Digitally and Online,Interpersonal Communication,SCOTT CAPLAN,University of Delaware
2018,Paper Session,Understanding Gendered Representations of Television Women,Feminist Scholarship,Tania Cantrell Rosas-Moreno,Loyola U Maryland
2018,Paper Session,"Communication and Identity among Cancer Previvors, Patients, Survivors, and Caregivers",Health Communication,Marleah Dean,University of South Florida
2018,Paper Session,HIGH-DENSITY: Message Effects Research in Health Contexts,Health Communication,Andy J King,Texas Tech U
2018,Paper Session,Synergy of Entertainment,Mass Communication,Alison N. Novak,Rowan University
2018,Paper Session,"Innovative Experimental Political Communication Research From the US, Asia and Europe",Political Communication,Kimberly A. Gross,George Washington U
2018,Paper Session,"Media, Body Image, and Sexualization",Mass Communication,Jessica Ethel Tompkins,Indiana University Bloomington
2018,Paper Session,Political Communication and the European Union: Media Coverage and Its Effects,Political Communication,Frank Esser,U of Zurich
2018,Paper Session,HIGH-DENSITY: Virtual Self and Other: Implications for Cognitive and Emotional Processing,Information Systems,Tamara Makana Chock,Syracuse University
2018,Paper Session,Gatekeeping in the Age of Networked Communication,Journalism Studies,Logan Molyneux,Klein College of Media and Communication
2018,Paper Session,Visual Communication Studies Top Student Papers,Visual Communication Studies,Michael S. Griffin,Macalester College
2018,Paper Session,Mobile Social Media,Mobile Communication,Lynne Kelly,U of Hartford
2018,Paper Session,Journalism’s Truth Claims,Journalism Studies,Rachel R Mourao,Michigan State U
2018,Paper Session,New(s) Media: Implications of Engaging With News on SNSs,Communication and Technology,Benjamin K. Johnson,Vrije U Amsterdam
2018,Paper Session,The Politics of Knowledge Production: Scholar and Journalist Activism,"Activism, Communication & Social Justice",Anne Kaun,Sodertorn U
2018,Paper Session,Communication and Technology Top Student Papers,Communication and Technology,Nicole Ellison,U of Michigan School of Information
2018,Paper Session,Perspectives on Gender in Media Industries Scholarship,Media Industry Studies,Linda Royall,Oral Roberts University
2018,Paper Session,"Why Sports Communication Matters: Identity, Culture, and Politics",Sports Communication,Michael Butterworth,The University of Texas at Austin
2018,Paper Session,"Social Life, Social Interaction in Public and Institutional Spaces",Language & Social Interaction,Karen Tracy,U of Colorado
2018,Paper Session,Research Escalator - Part 2,Organizational Communication,,
2018,Paper Session,Top Four Papers in Health Communication,Health Communication,,
2018,Paper Session,"New Media, Intercultural Communication, and the Global/International Context",Intercultural Communication,Clark Callahan,Brigham Young
2018,Paper Session,Satire and Unconventional Forms of Political Participation,"Activism, Communication & Social Justice",Todd Wolfson,Rutgers SC&I
2018,Paper Session,A Potpourri of Framing Research,Political Communication,Andreas Schuck,U of Amsterdam
2018,Paper Session,Top Four Papers in Interpersonal Communication,Interpersonal Communication,Amanda J. Holmstrom,Michigan State U
2018,Paper Session,Political Communication in Latin America,Political Communication,Ximena Orchard Rieiro,U Alberto Hurtado
2018,Paper Session,"HIGH-DENSITY: At the Intersection of Cognition, Emotion, and Message",Information Systems,Ildo Kim,Graceland University
2018,Paper Session,"Media, Emotion, and Public",Mass Communication,Josephine Lukito,U of Wisconsin-Madison
2018,Paper Session,Moving Us Forward: Pushing Our Theoretical and Methodological Boundaries,Children Adolescents and the Media,Anne Marthe Möller,U of Amsterdam
2018,Paper Session,Technologies and the Politics of Information,Communication History,David W. Park,Lake Forest College
2018,Paper Session,Online Discussion and Engagement,Computational Methods,,
2018,Paper Session,Global Communication and Social Change Top Papers Session,Global Communication and Social Change,Shiv Ganesh,The University of Texas at Austin
2018,Paper Session,Gendered Expectations and Womanhood: Challenges and Changes,Feminist Scholarship,Jaime Loke,Texas Christian University
2018,Paper Session,Mobile Communication Top Papers,Mobile Communication,Jason A. Martin,DePaul U
2018,Paper Session,Communication and Technology Top Papers,Communication and Technology,Lee Humphreys,Cornell U
2018,Paper Session,"Game Effects, Out in the Open, From Persuasion to Emotion",Game Studies,Yu-Hao Lee,University of Florida
2018,Paper Session,Talking (or Not Talking) About Politics,Political Communication,Sumana Chattopadhyay,Marquette University
2018,Paper Session,Feelings and Emotions in Crisis Communication,Public Relations,François Allard,University of Lorraine
2018,Paper Session,Elites and Social Media: The Nature and Effects of Political Leader and Interest Group Use of Social Media,Political Communication,John H. Parmelee,U of North Florida
2018,Paper Session,"Time, Space, and Organizing",Organizational Communication,Andrew Nicholas Pilny,U of Kentukcy
2018,Paper Session,"HIGH-DENSITY: The Role of Personalization, Disclosure, and Identity in Information Processing",Information Systems,Russell Brent Clayton,Florida State U
2018,Paper Session,"Regulating the ""Personal"" in Communication Policy",Communication Law & Policy,OLGA Kolokytha,U of Vienna
2018,Paper Session,"Early Years, Early Media",Children Adolescents and the Media,Ine Beyens,U of Amsterdam
2018,Paper Session,HIGH-DENSITY: Mobile Communication in Action,Mobile Communication,Maxwell Foxman,Columbia U
2018,Paper Session,"Health Communication, Attributions of Responsibility, and Stigma",Health Communication,Christofer Skurka,Cornell U
2018,Paper Session,It’s a New Day and I'm Feeling Good: Emotion Sharing and Other Disclosures,Communication and Technology,Tobias Dienlin,U of Hohenheim
2018,Paper Session,Competitive Papers in Patient-Provider Communication,Health Communication,,
2018,Paper Session,"Political Economy, Culture and Media",Mass Communication,Gi Woong Yun,U of Nevada
2018,Paper Session,Misinformation and Correction,Mass Communication,Jonathan Cohen,U of Haifa
2018,Paper Session,"Immigration: Coverage, Rhetoric and Their Effects",Political Communication,Eike Mark Rinke,U of Leeds
2018,Paper Session,HIGH-DENSITY: Embodied Cognition: Concepts and Measures,Information Systems,Justin Robert Keene,Texas Tech U
2018,Paper Session,Behavioral Dynamics in Online Communities,Computational Methods,,
2018,Paper Session,Interpersonal Relationships in the Intercultural Context: Five Studies,Intercultural Communication,Angela L. Putman,Penn State U
2018,Paper Session,Crisis Communication Research in an Asian Context,Public Relations,Douglas James Ashwell,Massey University
2018,Paper Session,Evolutions in the News Ecosystem,Journalism Studies,C.W. Anderson,University of Leeds
2018,Paper Session,Advances in the Study of Audience Engagement With the News,Journalism Studies,Stephanie Edgerly,Northwestern U
2018,Paper Session,"Tensions, Paradoxes, and Organizing",Organizational Communication,Debalina Dutta,National U of Singapore
2018,Paper Session,What’s New(s)?: Design Implications for Online News Platforms,Communication and Technology,Ysabel Gerrard,The University of Sheffield
2018,Paper Session,Techology in/and the Organization,Communication and Technology,Cameron Wade Piercy,U of Kansas
2018,Paper Session,"Theorizing Intergroup Dynamics in Families, the Workplace, and the Community",Intergroup Communication,,
2018,Paper Session,The Child's Voice in the CAM Space,Children Adolescents and the Media,Fashina M Alade,Michigan State University
2018,Paper Session,Novel Predictors of Health Behavior Intentions,Health Communication,Minh Hao Nguyen,IKMZ
2018,Paper Session,"Online Group and Team Dynamics: Conformity, Prejudice, Effectiveness, and Exclusion",Communication and Technology,Yoram M. Kalman,Open U of Israel
2018,Paper Session,"HIGH-DENSITY: Health Information Needs, Seeking and Engagement",Health Communication,Nehama Lewis,University of Haifa
2018,Paper Session,"Presence, Parasocial Experience, and Narratives",Mass Communication,Magdalena Wojcieszak,University of California
2018,Paper Session,"News, Agenda-Setting, and Framing",Mass Communication,Emese Domahidi,TU Ilmenau
2018,Paper Session,News Exposure on Social Media,Political Communication,Silvia Majo-Vazquez,ACOP - Asociacion Comunicacion Politica
2018,Paper Session,Political Communication in Authoritarian and Non-Democratic Contexts,Political Communication,Rebekah Tromble,Leiden U
2018,Paper Session,"HIGH-DENSITY: Emotion, Cognition, and Health: Automatic and Controlled Processes",Information Systems,Ashley Sanders-Jackson,Michigan State U
2018,Paper Session,Labor Studies in the Digital Media Economy,Media Industry Studies,Patricia A. Aufderheide,American U
2018,Paper Session,"Dialogue, Motives, and Strategies in CSR Communication",Public Relations,Yi-Ru Regina Chen,HONG KONG BAPTIST UNIVERSITY
2018,Paper Session,The Voices Represented in the News: Inclusion and Contention,Journalism Studies,Hillel Nossek,Kinneret College on the Sea of Galilee
2018,Paper Session,Mediated Communication in Health and Other Organizational Contexts,Organizational Communication,Alaina C. Zanin,Arizona State University
2018,Paper Session,"How Media Shape What We Know, How We Think, and What We Do",Communication and Technology,weiyu zhang,National U of Singapore
2018,Paper Session,"Thinking About Robots, Avatars, and Science: New Directions in Communication Research",Communication and Technology,Seungcheol Austin Lee,Northern Kentucky U
2018,Paper Session,Echo Chambers and Filter Bubbles: Networked News Dynamics,Communication and Technology,German Neubaum,U of Duisburg-Essen
2018,Paper Session,"Sports Communication, Marketing, and Management",Sports Communication,Qingru Xu,The U of Alabama
2018,Paper Session,HIGH-DENSITY: Interrogating Abuse Against Women,Feminist Scholarship,Tania Cantrell Rosas-Moreno,Loyola U Maryland
2018,Paper Session,EXTENDED SESSION PART 2: Global Communication and Asian Contexts,Global Communication and Social Change,Michael Yao Wodui Serwornoo,Ruhr U Bochum
2018,Paper Session,"Narrative Motifs of Gendered Stereotypes, Health, Cigarettes, and Other Entertainments",Visual Communication Studies,Catherine L. Preston,U of Kansas
2018,Paper Session,Attention and Diffusion Processes,Computational Methods,,
2018,Paper Session,"Zika and Ebola and Measles, Oh My! Diffusion of Information About Infectious Disease Outbreaks",Health Communication,Isabell Koinig,Alpen-Adria-Universität Klagenfurt
2018,Paper Session,"Virtual Reality: Empathy, Presence, and Immersion",Communication and Technology,Andrea Stevenson Won,Cornell University
2018,Paper Session,HIGH-DENSITY: Media Framing of Controversial Health Issues,Health Communication,Courtney L Scherr,Northwestern University
2018,Paper Session,"Selective Exposure, Identity, Polarization",Mass Communication,Hyun Suk Kim,The Ohio State University
2018,Paper Session,Media Violence and Aggression,Mass Communication,Merja Mahrt,U of Duesseldorf
2018,Paper Session,Understanding Information Repertoires and News Consumption,Political Communication,Katharina Kleinen-von Koenigsloew,U of Hamburg
2018,Paper Session,"HIGH-DENSITY: Exploring Predictors of Online Behavior: Time, Motivation, and Content",Information Systems,Byungho Park,KAIST
2018,Paper Session,Agency and Influence in Organizational Contexts,Organizational Communication,ward van zoonen,University of Amsterdam
2018,Paper Session,Mass Media and Website Portrayals of Health Issues,Health Communication,Samantha J. Stanley,U of Maryland
2018,Paper Session,"Regulatory, Normative and Structural Changes in Communication: Past and Contemporary ""Histories""",Communication Law & Policy,Sandra Braman,Texas A&M U
2018,Paper Session,"Hybrid High-Density: Sex and Sexting and Pornography, Oh My!",Children Adolescents and the Media,Laura P. Vandenbosch,School for Mass Communication Research (U of Leuven)
2018,Paper Session,"Perspectives From Jamaica, Canada, Malaysia, and Iran: Four Intercultural Studies",Intercultural Communication,Soumia Bardhan,Kansas State U
2018,Paper Session,Thinking About Technology,Communication and Technology,Jessa Lingel,U of Pennsylvania
2018,Paper Session,"New Frontiers in Mobile Phone, Games, and Apps Scholarship",Communication and Technology,Veronika Karnowski,LMU Munich
2018,Paper Session,"The Body, Memorial Culture and Alan Kurdi",Visual Communication Studies,Pinar Istek,U of Texas at Austin
2018,Paper Session,Social Media and Political Participation,"Activism, Communication & Social Justice",Chelsea Ximing Liu,National U of Singapore
2018,Paper Session,Exploring Intergroup Dynamics Online,Intergroup Communication,Becky Robinson,U of California
2018,Paper Session,Nonverbal Elements of Communication,Interpersonal Communication,Jeffrey A. Hall,U of Kansas
2018,Paper Session,Media Institutions and Content: Studies of Traditional and Emerging Forms,Media Industry Studies,Peter Haratonik,The New School
2018,Paper Session,Communicating Social Support Online and Offline,Health Communication,Bree Holtz,Michigan State U
2018,Paper Session,"HIGH-DENSITY: Interpersonal Communication Between Doctors, Patients, and Family Members",Health Communication,Iccha Basnyat,James Madison University
2018,Paper Session,When Media Meet Computational Methods,Mass Communication,Thomas Franklin Waddell,U of Florida
2018,Paper Session,Morals and Media,Mass Communication,Sonny Rosenthal,Nanyang Technological University
2018,Paper Session,New Research on the Effects of Entertainment Programming,Political Communication,Lance Holbert,Temple U
2018,Paper Session,"Polarization: Causes, Consequences and Remedies",Political Communication,Natalie Jomini Stroud,U of Texas - Austin
2018,Paper Session,Social Media and Other Bullsh*t,"Philosophy, Theory and Critique",Jayson Harsin,The American U of Paris
2018,Paper Session,Consuming and Sharing News in the New Media Environment,Journalism Studies,Daniel Noelleke,U of Vienna
2018,Paper Session,Instructional Communication in the Digital and Gaming Age,Instructional & Developmental Communication,Paromita Pain,U of Nevada at Reno
2018,Paper Session,New Directions and Reflections on Computational Methods,Computational Methods,Winson Peng,Michigan State U
2018,Paper Session,From Mobile to Social Life,Mobile Communication,Raul Ferrer Conill,Karlstad U
2018,Paper Session,Public Relations High-Density Paper Session,Public Relations,Erik Marinus Snoeijers,Royal Military Academy - University of Antwerp
2018,Paper Session,"Young People and Risky Expression Online: Where They Talk about Sex, Drugs, and Politics — and Why",Communication and Technology,Katy Elizabeth Pearce,U of Washington
2018,Paper Session,Understanding Interactivity: Effects on Persuasion and Social Influence,Communication and Technology,Benjamin K. Johnson,Vrije U Amsterdam
2018,Paper Session,"Seeing, Selecting, Swiping, and Sexting (Not Necessarily in That Order): Innovative Scholarship on Mobile, Online, and Speed Dating",Communication and Technology,Jean Burgess,Queensland University of Technology
2018,Paper Session,"Photojournalisms: History, Performance, Framing, Solutions",Visual Communication Studies,Pinar Istek,U of Texas at Austin
2018,Paper Session,The Future Role of Journals for Academic Organizations: Council of Communication Associations (CCA) Panel,Sponsored Sessions,Augie Grant,Broadcast Education Association
2018,Paper Session,HIGH-DENSITY: The Complexities of Women's Identities and Voices,Feminist Scholarship,Nithila Kanagasabai,Tata Institute of Social Sciences
2018,Paper Session,The Politics of Racialized Bodies and Emotions,"Activism, Communication & Social Justice",Jessa Lingel,U of Pennsylvania
2018,Paper Session,Enabling Citizen and Community Voices,Theme Sessions,Donald Matheson,University of Canterbury
2018,Paper Session,"New Methods, Theories and Measures in Interpersonal Communication",Interpersonal Communication,Nicholas A. Palomares,U of California
2018,Paper Session,Content and Effects of Health-Related Media and Advertising,Health Communication,Calandra Jean Lindstadt,The University of Texas at Austin
2018,Paper Session,Parents and Parenting in Online Contexts: Opportunities and Challenges,Communication and Technology,SCOTT CAPLAN,University of Delaware
2018,Paper Session,Persuasion Research in Health Communication,Health Communication,Stacey J. T. Hust,Washington State U
2018,Paper Session,"Understanding News and Media Systems in Non-Western Contexts: Cases of India, Ethiopia, Indonesia, Kenya and Iran",Political Communication,Sebastian Scherr,U of Leuven
2018,Paper Session,Influences on Political Knowledge and Learning,Political Communication,Lukas P. Otto,Amsterdam School of Communication Research ASCoR / U of Amsterdam
2018,Paper Session,"HIGH-DENSITY: Attitude Formation, Cognition, and Persuasive Message Context, Content, and Form",Information Systems,Paul David Bolls,Texas Tech University
2018,Paper Session,Mobile Access and Privacy,Mobile Communication,Leah Jerop KOMEN,Daystar U
2018,Paper Session,An Examination of Instructional Communication Across Cultures,Instructional & Developmental Communication,Ryan Goke,Murray State U
2018,Paper Session,"Framing Contest, Conflict and Crisis",Journalism Studies,Christian Baden,Hebrew U of Jerusalem
2018,Paper Session,Does Journalism Pay?,Journalism Studies,Marc Edge,University of Malta
2018,Paper Session,What's in it For Them? A Look Inside Children's Media,Children Adolescents and the Media,Brigitte Naderer,University of Vienna
2018,Paper Session,"Advancing Scholarship, Methods, and Policy on Digital Inequality and Marginalized Populations",Communication and Technology,Linda Royall,Oral Roberts University
2018,Paper Session,"New Frontiers in Selling: Virtual/Augmented Reality, Product Reviews, and Crowdfunding",Communication and Technology,Mike Z. Yao,U of Illinois at Urbana-Champaign
2018,Paper Session,"Love, Sex, Friendship: LGBTQ Relationships and Intimacies","Lesbian, Gay, Bisexual, Transgender and Queer Studies",Greg Niedt,Drexel University
2018,Paper Session,"Designing Consumption: Branded, Literate, Gendered",Visual Communication Studies,Catherine L. Preston,U of Kansas
2018,Paper Session,Border and Refugee Intercultural Experiences/Dynamics,Intercultural Communication,Juana Juan Du,Royal Roads University
2018,Paper Session,Framing Effects in Health Communication,Health Communication,Bo Yang,Georgia State University
2018,Paper Session,News Media Coverage and Framing of Health Issues: Cross-National Perspectives,Health Communication,Charles Meadows,East Carolina U
2018,Paper Session,HIGH-DENSITY: Narrative Processing and Effects,Information Systems,Zheng (Joyce) Wang,The Ohio State U
2018,Paper Session,The Role of Emotion in Political Communication,Political Communication,Kimberly A. Gross,George Washington U
2018,Paper Session,Safeguarding the Digital World,Children Adolescents and the Media,Heidi Vandebosch,U of Antwerp - Department of Communication Studies
2018,Paper Session,"HIGH-DENSITY: Power, Violence, and Voice: Virtual and Vital","Philosophy, Theory and Critique",Wagner Piassaroli Mantovaneli,University of Vienna
2018,Paper Session,The Media and Public Perspectives on CSR Communication,Public Relations,Shannon A. Bowen,University of South Carolina
2018,Paper Session,"Media, Framing and Public Diplomacy",Public Diplomacy,Lindsey Marion Bier,U of Southern California
2018,Paper Session,HIGH-DENSITY: Communicative Disclosures and Support Messages,Interpersonal Communication,Rosalie s. Aldrich,Indiana University East
2018,Paper Session,"Smart Stuff: Internet of Things, Smart Cities, and Urban Broadband Networks",Communication and Technology,Nicole Ellison,U of Michigan School of Information
2018,Paper Session,"Extending Virtual Reality Scholarship: Exploring Opportunities for Feeling Educated, Activated, and Full",Communication and Technology,Seungcheol Austin Lee,Northern Kentucky U
2018,Paper Session,The Performance of Voice in Marginalised Groups,Theme Sessions,Erika Polson,University of Denver
2018,Paper Session,POSTCONFERENCE: Voice of Chinese Scholars Over the Last 40 Years (Breakout Room 1),Sponsored Sessions,,
2018,Paper Session,POSTCONFERENCE: Voice of Chinese Scholars Over the Last 40 Years (Breakout Room 2),Sponsored Sessions,,
2018,Paper Session,POSTCONFERENCE: Voices of Chinese Scholars Over the Last 40 Years (Breakout Room 3),Sponsored Sessions,,
2014,Interactive Paper Session,"Extended Session: Communication Law, Policy, and the ""Good Life""",Communication Law & Policy,,
2014,Interactive Paper Session,Cognitive Resource Allocation,Information Systems,Paul David Bolls,U of Missouri
2014,Interactive Paper Session,GIFTS: Great Ideas for Teaching Students,Instructional & Developmental Communication,Aaron R. Boyson,U of Minnesota - Duluth
2014,Interactive Paper Session,Theories and Models of Communication Processes,Information Systems,Zheng Joyce Wang,The Ohio State University
2014,Interactive Paper Session,Psychological Processes Underlying Mediated Entertainment,Information Systems,Francesca Renee Dillman Carpentier,U of North Carolina - Chapel Hill
2014,Interactive Paper Session,"Analyses of Stereotypes, Gender Roles, and Expectancy Violations in Media",Information Systems,Michael David Hazen,Wake Forest U
2014,Interactive Paper Session,Online Media I: Analyses of Communication Processes,Information Systems,Sriram Kalyanaraman,U of North Carolina
2014,Interactive Paper Session,Advances in Measurement and Methodology,Information Systems,Emily Falk,University of Pennsylvania
2014,Interactive Paper Session,Analyses of Content and Structural Features of Messages,Information Systems,Robert F. Potter,Indiana University
2014,Interactive Paper Session,"Persuasion, Compliance, and Attitude Change",Information Systems,Lelia Samson,Nanyang Technological University
2014,Interactive Paper Session,Feminist Scholarship Interactive Poster Session,In Event: International Communication Association Annual Awards and Presidential Address,,
2014,Interactive Paper Session,Interpersonal Communication Interactive Poster Session,In Event: International Communication Association Annual Awards and Presidential Address,,
2014,Interactive Paper Session,ICA Plenary Interactive Paper/Poster Session and Reception,In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,"Children, Adolescents, and the Media Interactive Poster Session",In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,Communication History Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,Communication Law and Policy Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,Communication and Technology Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,Environmental Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,Ethnicity and Race in Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,Game Studies Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,"Gay, Lesbian, Bisexual and Transgender Studies Interactive Paper Session",In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,Global Communication and Social Change Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,Health Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,Information Systems Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,Instructional and Developmental Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,Intercultural Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,Intergroup Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,Journalism Studies Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,"Language and Social Interaction Interactive Paper Session: Constructing Controversy, Help, and Play",In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,Mass Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,Organizational Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,"Philosophy, Theory and Critique Interactive Poster Session",In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,Political Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,Popular Communication Interactive Paper Session,In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,Public Relations Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,Interactive Paper Session on the Conference Theme,In Event: ICA Plenary Interactive Paper/Poster Session and Reception,,
2014,Interactive Paper Session,Processes Underlying The Communication of Science and Health Information,Information Systems,Saleem Elias Alhabash,Michigan State U
2014,Interactive Paper Session,"Analyses of Gaming, Mobile Devices, and Technology",Information Systems,Kristine L. Nowak,U of Connecticut
2014,Interactive Paper Session,Online Media II: Analyses of Communication Networks,Information Systems,Charles T. Salmon,Nanyang Technological U - School of Communication and Information
2014,Interactive Paper Session,Psychological Processes Underlying Consumption of Narrative and Music,Information Systems,Tino GK Meitz,University of Tuebingen
2014,Interactive Paper Session,Psychological Processes Underlying Health Communication,Information Systems,Ashley Sanders-Jackson,Stanford Prevention Research Center
2014,Interactive Paper Session,Analyses of Advertising Cues,Information Systems,Kevin Wise,U of Illinois
2015,Interactive Paper Session,"Social Cognition, Comparison, and Influence",Information Systems,Tamara Makana Chock,Syracuse U
2015,Interactive Paper Session,ICA Plenary Interactive Paper/Poster Session I,In Event: ICA Plenary Interactive Paper/Poster Session I,,
2015,Interactive Paper Session,Communication History Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I,,
2015,Interactive Paper Session,Ethnicity and Race in Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I,,
2015,Interactive Paper Session,Feminist Scholarship Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I,,
2015,Interactive Paper Session,Journalism Studies Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I,,
2015,Interactive Paper Session,"Lesbian, Gay, Bisexual, Transgender, and Queer Studies Interactive Paper Session",In Event: ICA Plenary Interactive Paper/Poster Session I,,
2015,Interactive Paper Session,"Philosophy, Theory, and Critique Interactive Poster Session",In Event: ICA Plenary Interactive Paper/Poster Session I,,
2015,Interactive Paper Session,Political Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I,,
2015,Interactive Paper Session,Popular Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I,,
2015,Interactive Paper Session,Visual Communication Studies Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I,,
2015,Interactive Paper Session,Persuasion I: Strategies,Information Systems,Amy Shirong Lu,Northeastern U
2015,Interactive Paper Session,Research Exploring Individual Differences,Information Systems,Tino GK Meitz,University of Tuebingen
2015,Interactive Paper Session,Persuasion II: Message Features,Information Systems,Bartosz Wojtek Wojdynski,U of Georgia
2015,Interactive Paper Session,Processes Underlying Communication Technology Use,Information Systems,James D. Ivory,Virginia Tech
2015,Interactive Paper Session,Processes Underlying Advertising and Consumer Behavior,Information Systems,Yeuseung Kim,DePaul University
2015,Interactive Paper Session,Multitasking and Selective Attention,Information Systems,Zheng Joyce Wang,The Ohio State University
2015,Interactive Paper Session,Computer-Mediated Communication,Information Systems,Jessica Gall Myrick,Indiana U
2015,Interactive Paper Session,ICA Plenary Interactive Paper/Poster Session II,In Event: ICA Plenary Interactive Paper/Poster Session II,,
2015,Interactive Paper Session,Communication and Technology Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session II,,
2015,Interactive Paper Session,Environmental Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session II,,
2015,Interactive Paper Session,Global Communication and Social Change Interactive Paper Session,In Event: ICA Plenary Interactive Paper/Poster Session II,,
2015,Interactive Paper Session,Interactive Papers in Intergroup Communication,In Event: ICA Plenary Interactive Paper/Poster Session II,,
2015,Interactive Paper Session,Interpersonal Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session II,,
2015,Interactive Paper Session,Language and Social Interaction Interactive Paper Session,In Event: ICA Plenary Interactive Paper/Poster Session II,,
2015,Interactive Paper Session,Organizational Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session II,,
2015,Interactive Paper Session,CAT Interactive Papers #1,Communication and Technology,Peng Hwa Ang,Nanyang Technological U
2015,Interactive Paper Session,"Attention, Cognition, and Embodiment",Information Systems,Kristine L. Nowak,University of Connecticut
